learning_rate, bracket, n_i, r_i, train_loss, train_accuracy, val_loss, val_accuracy, test_loss, test_accuracy
0.24857083326409096,4,81,1.0,1.7269546163082123,37.0625,1.4457957186597459,47.68333333333333,1.4643139099772973,46.56
0.02267569650538402,4,81,1.0,2.0936667835712433,25.625,1.7367154258362791,42.25,1.7482805131356927,41.01
0.25671846197924497,4,81,1.0,1.8083856976032258,33.4765625,1.3950744030323434,48.28333333333333,1.4048772567435155,46.89
0.058977436427299364,4,81,1.0,1.849272290468216,33.359375,1.4848310947418213,46.4,1.4825172213059437,46.44
0.053500630656282674,4,81,1.0,1.9198838937282563,30.6875,1.5362511746426846,45.56666666666667,1.5367930795572982,45.13
0.0034298875550240193,4,81,1.0,2.293217484951019,13.3515625,2.2778055718604553,17.583333333333332,2.2778269972982286,17.88
0.2620295085853207,4,81,1.0,1.6930738162994385,37.890625,1.3665349711763097,49.38333333333333,1.3777359950391552,48.91
0.001036174970943124,4,81,1.0,2.294434530735016,11.7421875,2.2828427882904703,9.966666666666667,2.282886327067508,9.97
0.0042331921970443715,4,81,1.0,2.2802262568473814,14.8515625,2.2502201770214323,19.15,2.2501998008052007,19.74
0.011940742866542025,4,81,1.0,2.2342690372467042,18.6640625,2.109892540789665,34.083333333333336,2.111587847335429,33.1
0.08523657709824765,4,81,1.0,1.8253570640087127,34.28125,1.4563831826473803,47.083333333333336,1.47119025489952,46.07
0.003088089651634089,4,81,1.0,2.2713239121437074,15.5078125,2.2387265448874616,22.5,2.2379222670687904,23.33
0.13732160999967968,4,81,1.0,1.7098380494117738,37.796875,1.349478247317862,51.31666666666667,1.388094260722776,48.91
0.27289948703670963,4,81,1.0,1.7063585603237152,37.21875,1.3166003861325852,50.4,1.3316874111754984,49.56
0.0025459923747345355,4,81,1.0,2.295844292640686,12.140625,2.282189851111554,18.2,2.282332381115684,18.06
0.03017648204947099,4,81,1.0,2.003803118467331,29.5703125,1.6293084900429908,44.4,1.6286004842082156,43.37
0.0010525910028917511,4,81,1.0,2.300264785289764,12.9765625,2.290146898716054,23.0,2.2899829466131667,22.69
0.009069512437306056,4,81,1.0,2.2625682830810545,16.5625,2.1924108444376196,28.15,2.190599028068253,28.25
0.001286440837502284,4,81,1.0,2.2967639636993407,11.0,2.2895286235403507,12.333333333333334,2.289285364030283,12.3
0.23428549401352225,4,81,1.0,1.7299977374076843,36.578125,1.365150641887746,48.6,1.3888754980473579,48.03
0.012033393791145933,4,81,1.0,2.2252036809921263,19.5,2.075990377588475,32.8,2.075059217742727,32.76
0.22424969285131216,4,81,1.0,1.6835078334808349,38.4140625,1.393000250167035,47.1,1.397412282002123,46.95
0.0886697064054043,4,81,1.0,1.853786540031433,31.9609375,1.4513788527630744,46.666666666666664,1.4557659339301194,46.84
0.13992768021279617,4,81,1.0,1.7155875170230865,36.890625,1.4369112659007945,48.06666666666667,1.4505115883259834,47.39
0.0026850460975073277,4,81,1.0,2.2987526154518125,11.2109375,2.291387791329242,15.55,2.291189362731161,16.11
0.0015334045158128353,4,81,1.0,2.2938345789909365,14.7109375,2.2817503239246126,22.2,2.282070573372177,21.65
0.030768942042134616,4,81,1.0,2.020692747831345,26.625,1.656207987602721,43.56666666666667,1.6643555571761313,42.17
0.0026066784796731583,4,81,1.0,2.2946194767951966,12.375,2.28139972179494,17.85,2.2813994612874864,18.55
0.06556492982738049,4,81,1.0,1.8476276552677156,33.1015625,1.4625825044956613,48.43333333333333,1.4594724495199662,48.34
0.010274601040116838,4,81,1.0,2.254030339717865,18.0234375,2.171906846634885,27.883333333333333,2.1696830278710473,28.09
0.020309263159157747,4,81,1.0,2.183823059797287,22.3203125,1.892941249177811,39.733333333333334,1.8931100700474992,39.02
0.21012537350723942,4,81,1.0,1.7675112974643707,35.65625,1.3835949162219434,48.516666666666666,1.4091205702552312,48.0
0.019602188149732788,4,81,1.0,2.0695831167697905,26.359375,1.7285212050092982,40.35,1.7194543397879298,40.84
0.001853566314925821,4,81,1.0,2.3000670218467714,10.8203125,2.290864401675285,10.733333333333333,2.2905296615407438,11.0
0.002465690517282773,4,81,1.0,2.284917619228363,13.953125,2.2606395559108003,18.816666666666666,2.2610393566421316,18.95
0.02241470753801444,4,81,1.0,2.1092199301719665,24.015625,1.7546435898922859,41.86666666666667,1.7518318740627434,41.12
0.019907306029895593,4,81,1.0,2.1402603220939636,22.953125,1.837057775639473,34.483333333333334,1.8333696594721154,34.81
0.03796976313869185,4,81,1.0,1.9420564353466034,29.796875,1.5357027840107045,45.63333333333333,1.5547857541072219,45.08
0.009875359101200281,4,81,1.0,2.1816208720207215,24.0546875,1.980033998793744,36.78333333333333,1.9855065074148057,36.4
0.040704839530649295,4,81,1.0,1.9820082712173461,28.4765625,1.5792677047404837,45.11666666666667,1.5971258516553082,43.08
0.00961987509534928,4,81,1.0,2.2548290944099425,17.40625,2.1811307237503375,30.166666666666668,2.182825329937512,28.55
0.03511687534912748,4,81,1.0,2.0099522781372072,27.234375,1.617562768307138,45.2,1.612509765202486,44.49
0.07960771436222451,4,81,1.0,1.7515178680419923,36.8125,1.4098032510026972,49.56666666666667,1.4166851239868357,48.88
0.0027754926181934804,4,81,1.0,2.2874820923805235,12.828125,2.2688228272377176,20.333333333333332,2.267991322505323,20.45
0.008518178158168195,4,81,1.0,2.262176332473755,16.546875,2.195305864861671,30.516666666666666,2.194282245032395,30.35
0.01757257163719079,4,81,1.0,2.154312502145767,25.59375,1.8734170173076874,38.333333333333336,1.8650840037985692,38.99
0.05022935698920347,4,81,1.0,1.8427277934551238,33.7890625,1.4717329461523827,48.35,1.485826837865612,47.12
0.004250061843370459,4,81,1.0,2.2887162446975706,12.9921875,2.264495890191261,24.433333333333334,2.264310688912114,24.34
0.023667935793843794,4,81,1.0,2.121821745634079,23.3046875,1.8045209341860833,36.5,1.7789242825930631,36.76
0.0353207141956038,4,81,1.0,1.9481768059730529,29.96875,1.5918415835563173,43.25,1.580540640444695,43.63
0.16529700018898055,4,81,1.0,1.7498912525177002,35.421875,1.453010652927642,45.95,1.4802191695080529,44.04
0.007921954364430538,4,81,1.0,2.2381469058990477,19.2265625,2.148355133990024,30.683333333333334,2.1474197333372094,30.66
0.03795824955047764,4,81,1.0,1.967184283733368,29.1953125,1.5755229706459857,45.266666666666666,1.5865239161479323,42.89
0.002980135094582025,4,81,1.0,2.2823212146759033,13.078125,2.258852172405162,11.6,2.2586434732509564,11.97
0.017103948562508322,4,81,1.0,2.136234555244446,24.6015625,1.8411494138392996,37.4,1.8302187089678608,36.66
0.0028309968718742587,4,81,1.0,2.2837668514251708,12.8046875,2.2601986083578556,13.066666666666666,2.260556196864647,13.24
0.1883415526031912,4,81,1.0,1.715988677740097,36.984375,1.4283605053069743,46.63333333333333,1.4399093208433706,45.31
0.011740203670642936,4,81,1.0,2.205204789638519,21.4609375,2.0409619199468736,35.833333333333336,2.037543224383004,35.7
0.11388763989683319,4,81,1.0,1.7665126991271973,35.015625,1.395006129082213,49.96666666666667,1.414193467248844,49.06
0.010774706347394738,4,81,1.0,2.1907864904403684,21.484375,1.9978588819503784,36.88333333333333,1.992097232915178,37.56
0.17416918215537044,4,81,1.0,1.6997864592075347,37.8671875,1.3789011544369636,48.85,1.3861033810844905,49.27
0.010064707321152095,4,81,1.0,2.2605568957328797,16.65625,2.188362481746268,31.15,2.1871802203262907,31.13
0.006612404315170343,4,81,1.0,2.2727660727500916,15.8203125,2.2243110321937722,26.383333333333333,2.225218522397778,25.29
0.026137082488092756,4,81,1.0,2.115213270187378,24.4296875,1.7450856782020407,40.65,1.7578088422364826,39.25
0.12424142754716551,4,81,1.0,1.7393502926826476,36.9140625,1.4057071513318,47.65,1.3909244552443298,48.07
0.13578032762828077,4,81,1.0,1.735861313343048,36.3671875,1.4112701847198161,48.18333333333333,1.4070620476445066,49.1
0.029894527667587833,4,81,1.0,1.9811436033248901,28.1328125,1.6090594098923054,43.8,1.6206644984740246,42.44
0.0016207539029998868,4,81,1.0,2.300569317340851,10.8359375,2.2942659499797413,10.0,2.294427654411219,10.0
0.030164894290917024,4,81,1.0,2.0096199035644533,27.9453125,1.6503441409861788,43.03333333333333,1.6435813571833358,42.99
0.0040552590164836195,4,81,1.0,2.2797676968574523,14.28125,2.2464488719372038,19.166666666666668,2.2467681727831876,19.5
0.06527138115837763,4,81,1.0,1.8212946164608002,33.7734375,1.4530875961831276,47.516666666666666,1.4603947612303723,46.6
0.16449766277417044,4,81,1.0,1.6997545683383941,37.984375,1.3743903915932838,50.55,1.3936338817016989,49.59
0.018839026623695916,4,81,1.0,2.0949148678779603,25.2109375,1.7536210506520373,41.18333333333333,1.7508564508413966,40.82
0.031267992569987337,4,81,1.0,2.0139758467674254,27.34375,1.6392961715130097,42.81666666666667,1.6257799818545957,42.26
0.0014493753172763614,4,81,1.0,2.2972409176826476,10.4765625,2.2881846783008983,11.766666666666667,2.2881700207915485,11.93
0.021768604646386972,4,81,1.0,2.0356627464294434,26.3828125,1.6967445434407984,41.416666666666664,1.6919371493255035,40.89
0.0020893506264637604,4,81,1.0,2.288847484588623,11.53125,2.2695798011536295,11.266666666666667,2.269566855853117,11.46
0.03329252151341045,4,81,1.0,2.0386274790763856,27.21875,1.640725866277167,42.55,1.6630447725706463,41.49
0.007958037914964725,4,81,1.0,2.2633539915084837,16.7890625,2.2016637325286865,32.71666666666667,2.2034094997599154,32.27
0.07976819140081037,4,81,1.0,1.7534682822227479,36.1171875,1.4047896050392312,48.96666666666667,1.412249682824823,48.48
0.0013189397006517216,4,81,1.0,2.2992085289955138,11.640625,2.2919263028083963,18.966666666666665,2.292128840579262,18.66
0.22424969285131216,4,27.0,3.0,1.4962029274304707,45.075520833333336,1.1640259281117866,56.21666666666667,1.1840966766393637,55.58
0.2620295085853207,4,27.0,3.0,1.4493210220336914,46.0703125,1.2189882765425013,54.45,1.2159032972553108,54.75
0.16449766277417044,4,27.0,3.0,1.4978693016370137,45.2265625,1.1655852109827893,57.233333333333334,1.1806230152709574,55.79
0.17416918215537044,4,27.0,3.0,1.4610696510473886,46.21875,1.1392627738891763,57.46666666666667,1.139086127281189,56.88
0.27289948703670963,4,27.0,3.0,1.4690095953146616,45.731770833333336,1.1248718005545595,55.81666666666667,1.1576667088496535,55.71
0.13732160999967968,4,27.0,3.0,1.4977138658364615,45.53125,1.252438519863372,53.78333333333333,1.2541912597945974,53.11
