max_iter,learning_rate,bracket,n_i,r_i,train_loss,train_accuracy,val_loss,val_accuracy,test_loss,test_accuracy
20,0.15426842923780196,2,9,2.2222222222222223,1.2576063602894276,53.94144144144144,0.6946437346174362,75.06666666666666,0.7178621698336997,73.46
20,0.13510229227024256,2,9,2.2222222222222223,1.2466949761450827,52.81531531531532,0.7101963048285627,73.13333333333334,0.7422556905609787,72.0
20,0.21501687512331322,2,9,2.2222222222222223,1.4682175874173105,44.5945945945946,0.827344833536351,70.66666666666667,0.8476527583826879,69.28
20,0.16644625098470422,2,9,2.2222222222222223,1.3172683200320683,51.25281531531532,0.760819265817074,72.88333333333334,0.7907411148593684,71.67
20,0.13849993439534572,2,9,2.2222222222222223,1.3925958230151787,47.121340090090094,0.801529605972006,71.98333333333333,0.8252623726607887,70.7
20,0.10193998283045418,2,9,2.2222222222222223,1.1931156384515333,56.257038288288285,0.6891061156354052,74.7,0.7183665357957221,73.06
20,0.2381545267217074,2,9,2.2222222222222223,1.3830373238872837,48.52195945945946,0.7470046427655728,74.13333333333334,0.7720496624138704,72.16
20,0.16332052907188174,2,9,2.2222222222222223,1.2622996412955962,53.490990990990994,0.6831847178809186,75.28333333333333,0.7219883704641062,74.1
20,0.18128429785871975,2,9,2.2222222222222223,1.2461671507036365,53.455799549549546,0.7106562859200417,74.58333333333333,0.7416649043180381,73.22
20,0.16332052907188174,2,3.0,6.666666666666667,1.2254906818494424,53.108577327327325,0.855992761698175,70.23333333333333,0.8779305762546078,69.71
20,0.10193998283045418,2,3.0,6.666666666666667,0.9708417115268765,63.914695945945944,0.6376491084377817,76.15,0.6642191201258617,75.29
20,0.15426842923780196,2,3.0,6.666666666666667,1.0468159692065493,61.061843093093096,0.6825597879100354,74.61666666666666,0.7085164352587074,73.91
20,0.10193998283045418,2,1.0,20.0,0.9601346089839935,64.24184171042761,0.6716227740683454,75.3,0.6940610792226852,74.3
20,0.03135400911702668,1,3,6.666666666666666,1.1856015932273578,55.5274024024024,0.8362970815059987,70.56666666666666,0.8639321657502728,69.68
20,0.1479146352100257,1,3,6.666666666666666,1.0461880579904035,60.881193693693696,0.6722389516678262,75.56666666666666,0.6989221329901628,74.29
20,0.14384820105840285,1,3,6.666666666666666,1.1008246879319887,59.752721471471475,0.7145081016611545,74.61666666666666,0.7460975889947005,73.89
20,0.1479146352100257,1,1.0,20.0,0.9308996823430061,65.76331582895725,0.6432187110185623,75.76666666666667,0.6807059353324258,74.28
20,0.23273525757369062,0,3,20,1.0053788137733937,62.750062515628905,0.6807441816050955,73.53333333333333,0.704155690730757,71.95
20,0.02558832977682353,0,3,20,1.134363399207592,58.942079269817455,0.8251580095037501,71.76666666666667,0.8583301074185948,70.39
20,0.18417213362495202,0,3,20,0.9855095340907574,63.2923855963991,0.6860772139848547,74.03333333333333,0.7206495385261098,72.93
40,0.226069178018932,3,27,1.4814814814814814,1.478156430898486,44.689611486486484,0.7937202174612816,70.03333333333333,0.8274244753418455,69.38
40,0.001544689452523192,3,27,1.4814814814814814,2.2742464542388916,15.329391891891891,2.245597479191232,29.183333333333334,2.2463392786159635,28.48
40,0.22414688940152475,3,27,1.4814814814814814,1.6077638912845302,40.48775337837838,0.9509511761208798,67.7,0.9719102413031706,66.47
40,0.03459350002795805,3,27,1.4814814814814814,1.3607313632965088,49.10261824324324,0.7624487959324046,73.25,0.7870024567956377,72.18
40,0.12508473169627832,3,27,1.4814814814814814,1.3388681512426686,49.5460304054054,0.6885972517601987,73.93333333333334,0.7160936584518214,72.8
40,0.14004167782128085,3,27,1.4814814814814814,1.4126179725737185,45.713682432432435,0.7635320640624838,74.46666666666667,0.792057727742347,73.0
40,0.12020293320655587,3,27,1.4814814814814814,1.3176863946624704,50.380067567567565,0.6916639180259502,75.05,0.7198796651925251,73.79
40,0.020387151817501843,3,27,1.4814814814814814,1.4982451667656769,42.88429054054054,0.9236426550023099,68.86666666666666,0.9456684517252977,67.66
40,0.04281573270285873,3,27,1.4814814814814814,1.3731399089903444,48.838682432432435,0.7427955605882279,73.45,0.7696499255052798,72.34
40,0.13802484641479282,3,27,1.4814814814814814,1.4449487360748086,47.18116554054054,0.7139899775068811,74.68333333333334,0.7462418284385827,73.83
40,0.21817804780373212,3,27,1.4814814814814814,1.4605903774499893,44.013935810810814,0.7759861096422723,72.73333333333333,0.8017322705809478,71.2
40,0.15635044025729836,3,27,1.4814814814814814,1.3228716153550792,50.739020270270274,0.6870849985391536,75.06666666666666,0.7198574026678778,74.06
40,0.2128975791856221,3,27,1.4814814814814814,1.6598943028901074,40.11824324324324,0.9015169885564358,69.65,0.9227898675165359,68.73
40,0.02561104879834552,3,27,1.4814814814814814,1.391223259068824,49.736064189189186,0.7563152484437252,72.98333333333333,0.7885732012949173,71.64
40,0.232314329705881,3,27,1.4814814814814814,1.5832113655837807,42.37753378378378,0.921513667766084,69.31666666666666,0.9440792168781256,68.45
40,0.20720030049965382,3,27,1.4814814814814814,1.5903937409858446,40.614442567567565,0.8405374053944933,69.5,0.8620317369509655,68.37
40,0.06529817116986884,3,27,1.4814814814814814,1.2761729560993813,51.34079391891892,0.7168982992780969,72.3,0.7379077634993633,71.83
40,0.23659604847566604,3,27,1.4814814814814814,1.498058856339068,42.40920608108108,0.820936067941341,70.6,0.8513406518917934,70.2
40,0.21088996079845654,3,27,1.4814814814814814,2.2711051630007253,12.595016891891891,2.303168050786282,10.0,2.3031894856957114,10.0
